county,population,location,heat_index,humidity,temperature,wind,air_quality,air_category,fire_zone_geometry,spread_prediction,nearby_areas
Pontotoc County,,"{'lat': 34.79112, 'lon': -96.77715}",93,54,93,"{'speed': 9, 'direction': 'SSE'}",52,Moderate air quality,"{'type': 'Polygon', 'coordinates': [[[-96.7754974, 34.9002113], [-96.77209470000001, 34.9004135], [-96.76429740000002, 34.9004135], [-96.75989530000003, 34.9006118], [-96.75669860000002, 34.9001121], [-96.74959560000002, 34.8921127], [-96.74859610000001, 34.8896102], [-96.74729910000002, 34.8828125], [-96.74629970000002, 34.8798141], [-96.74199670000003, 34.8695106], [-96.74039450000004, 34.867011999999995], [-96.73819730000004, 34.864211999999995], [-96.73539730000005, 34.86131279999999], [-96.73169700000004, 34.858711199999995], [-96.72839350000004, 34.85741039999999], [-96.72579950000004, 34.85691069999999], [-96.72329710000004, 34.85681149999999], [-96.71799460000004, 34.858013099999994], [-96.71489710000004, 34.85891339999999], [-96.71119680000004, 34.86031339999999], [-96.70429990000004, 34.86321249999999], [-96.70069880000004, 34.86531059999999], [-96.69449610000004, 34.868411999999985], [-96.69239800000004, 34.871311099999986], [-96.68750000000004, 34.880710599999986], [-96.68649290000005, 34.88381189999998], [-96.68639370000005, 34.887210799999984], [-96.68679800000005, 34.89041129999998], [-96.68809500000005, 34.89351269999998], [-96.69009390000005, 34.896610199999984], [-96.69279480000004, 34.90021129999998], [-96.69569390000004, 34.90361399999998], [-96.69999690000003, 34.906612299999985], [-96.70219420000004, 34.90851209999998], [-96.71109770000004, 34.91191099999998], [-96.71169280000004, 34.915412899999986], [-96.70989990000004, 34.918811699999985], [-96.70499420000004, 34.925910899999984], [-96.70299530000004, 34.927711399999986], [-96.70039360000004, 34.929714199999985], [-96.69419860000004, 34.93281169999999], [-96.69099420000003, 34.93331139999999], [-96.68639370000004, 34.933212199999986], [-96.68209830000004, 34.93281169999999], [-96.67809290000004, 34.93201059999999], [-96.67369840000003, 34.93091199999999], [-96.67029570000004, 34.93031309999999], [-96.66769400000004, 34.92961119999999], [-96.66479490000005, 34.92791359999999], [-96.66209410000005, 34.92591089999999], [-96.65849300000005, 34.92181009999999], [-96.65639490000005, 34.91691199999999], [-96.65319820000005, 34.91071309999999], [-96.64830010000004, 34.90371319999999], [-96.64529410000004, 34.90121069999999], [-96.64029690000004, 34.899513199999994], [-96.63599390000005, 34.89881129999999], [-96.63249960000005, 34.89861289999999], [-96.62489310000005, 34.89911269999999], [-96.62239830000006, 34.89901349999999], [-96.61839290000006, 34.89951319999999], [-96.61399840000006, 34.90031049999999], [-96.60219570000005, 34.904010699999986], [-96.59809870000005, 34.90511319999999], [-96.59510040000005, 34.90641019999999], [-96.58709710000005, 34.91101069999999], [-96.58309930000006, 34.91291419999999], [-96.58029930000006, 34.91481389999999], [-96.57639310000006, 34.91651149999999], [-96.57180020000006, 34.91681279999999], [-96.56869500000006, 34.91671369999999], [-96.56509390000006, 34.91721339999999], [-96.55989830000007, 34.915511999999985], [-96.55669400000008, 34.913711499999984], [-96.55519860000008, 34.909412299999985], [-96.55649560000008, 34.90261069999998], [-96.55639640000008, 34.900012899999986], [-96.55519860000008, 34.89701079999998], [-96.55299370000009, 34.89361189999998], [-96.55179590000009, 34.89091109999998], [-96.54959860000008, 34.88711159999998], [-96.54559320000008, 34.88191219999998], [-96.54349510000009, 34.879913299999984], [-96.53519430000009, 34.873313899999985], [-96.53219600000008, 34.871211999999986], [-96.52969360000009, 34.86991109999999], [-96.52199550000009, 34.86991109999999], [-96.5191955000001, 34.87061299999999], [-96.5161972000001, 34.87221139999999], [-96.51389310000009, 34.87421029999999], [-96.51189420000009, 34.87651059999999], [-96.51009360000009, 34.87931059999999], [-96.50669860000009, 34.88551329999999], [-96.5044937000001, 34.88821019999999], [-96.5025939000001, 34.89131159999999], [-96.5001983000001, 34.89401239999999], [-96.49759670000009, 34.903312599999985], [-96.49589530000009, 34.90591039999998], [-96.49329370000008, 34.908210699999984], [-96.49079890000009, 34.91091149999998], [-96.48229980000009, 34.91471089999998], [-96.4783935000001, 34.91581339999998], [-96.4748992000001, 34.916610699999985], [-96.47129820000009, 34.91691199999998], [-96.46879570000009, 34.91671369999998], [-96.46539300000009, 34.91611089999998], [-96.46199790000009, 34.91481389999998], [-96.45829770000009, 34.91451259999998], [-96.4542999000001, 34.91321179999998], [-96.4503936000001, 34.91121289999998], [-96.4474945000001, 34.91001119999998], [-96.4445953000001, 34.90941229999998], [-96.4410934000001, 34.90761179999998], [-96.4377975000001, 34.90651319999998], [-96.43499750000011, 34.90501399999998], [-96.4314956000001, 34.90351099999998], [-96.4281997000001, 34.90321349999998], [-96.42379760000011, 34.90441129999998], [-96.42149350000011, 34.90681069999998], [-96.41959380000011, 34.90841289999998], [-96.41499320000011, 34.91471089999998], [-96.41199490000011, 34.92111199999998], [-96.4097976000001, 34.92501059999998], [-96.4086990000001, 34.928611699999976], [-96.4071960000001, 34.93081279999998], [-96.4065933000001, 34.92751309999998], [-96.4068984000001, 34.92431249999998], [-96.4061965000001, 34.90841289999998], [-96.40639490000011, 34.89911269999998], [-96.4061965000001, 34.87321089999998], [-96.40639490000011, 34.84931179999998], [-96.4061965000001, 34.831112099999984], [-96.4060974000001, 34.79081339999998], [-96.4064941000001, 34.767310999999985], [-96.40639490000011, 34.71541209999999], [-96.40599820000011, 34.698211599999986], [-96.40629570000011, 34.69391249999999], [-96.40649410000012, 34.68021389999999], [-96.42720030000012, 34.68021389999999], [-96.43819420000013, 34.680011699999994], [-96.50029750000013, 34.680011699999994], [-96.50469970000013, 34.68021389999999], [-96.51210020000013, 34.680011699999994], [-96.51210020000013, 34.631511599999996], [-96.51229850000013, 34.59911339999999], [-96.51199340000012, 34.55331029999999], [-96.51210020000012, 34.54911039999999], [-96.51199340000012, 34.52681349999999], [-96.51229850000013, 34.512813499999986], [-96.51329800000013, 34.50541299999998], [-96.60339350000014, 34.505710599999986], [-96.61159510000014, 34.50541299999998], [-96.61479950000015, 34.505611399999985], [-96.62399290000015, 34.505710599999986], [-96.69529720000014, 34.505611399999985], [-96.71999350000014, 34.50581349999999], [-96.75969690000014, 34.505710599999986], [-96.76339720000014, 34.50591269999999], [-96.77659600000014, 34.50601189999999], [-96.82799530000014, 34.50601189999999], [-96.82729330000014, 34.50841139999999], [-96.82729330000014, 34.593212099999995], [-96.93149560000013, 34.593112899999994], [-96.93249510000014, 34.5950126], [-96.93249510000014, 34.63681029999999], [-96.93259420000014, 34.65881339999999], [-96.93239590000015, 34.66581339999999], [-96.93239590000015, 34.71501149999999], [-96.93259420000014, 34.73791119999999], [-96.93239590000015, 34.75321189999999], [-96.93259420000014, 34.77261349999999], [-96.93239590000015, 34.81241219999999], [-96.93259420000014, 34.84761039999999], [-96.93179320000014, 34.854812599999995], [-96.93089290000015, 34.8662109], [-96.93079370000015, 34.887512199999996], [-96.93109890000015, 34.8988113], [-96.93069450000016, 34.9115104], [-96.93049620000016, 34.952114099999996], [-96.93119810000016, 34.955512999999996], [-96.93049620000016, 34.964412599999996], [-96.92829890000016, 34.96521369999999], [-96.92129510000015, 34.96401209999999], [-96.91719810000015, 34.962013199999994], [-96.91469570000015, 34.95981209999999], [-96.91129300000016, 34.959011], [-96.90319820000016, 34.946113499999996], [-96.90059660000016, 34.943813299999995], [-96.89679710000016, 34.942211099999994], [-96.89449310000016, 34.93911359999999], [-96.89019770000016, 34.93131249999999], [-96.88969420000016, 34.92851249999999], [-96.88809960000016, 34.92711249999999], [-96.88419340000016, 34.926212299999996], [-96.87679290000015, 34.926013899999994], [-96.87249750000015, 34.927410099999996], [-96.87089530000016, 34.92831029999999], [-96.86899560000016, 34.92911139999999], [-96.86589810000017, 34.92961119999999], [-96.86100000000016, 34.93011089999999], [-96.85269920000016, 34.92891309999999], [-96.84939570000016, 34.92971029999999], [-96.84619900000015, 34.93151089999999], [-96.84140010000016, 34.93381109999999], [-96.83549490000016, 34.939010599999996], [-96.83079520000015, 34.9419136], [-96.82519530000015, 34.9437103], [-96.82229610000014, 34.945713], [-96.81929770000015, 34.946613299999996], [-96.81669610000014, 34.94601049999999], [-96.81349940000014, 34.944610499999996], [-96.81139370000014, 34.942913], [-96.80989830000014, 34.941013299999995], [-96.80629730000014, 34.938911399999995], [-96.80389400000014, 34.936710299999994], [-96.80209350000014, 34.9341125], [-96.79919430000014, 34.9313125], [-96.79789730000014, 34.9250106], [-96.79949950000014, 34.9181137], [-96.79969780000013, 34.9097137], [-96.79929350000013, 34.9071121], [-96.79669950000013, 34.9046134], [-96.79349510000013, 34.9025115], [-96.79059600000014, 34.900814000000004], [-96.78639980000014, 34.8995132], [-96.78199760000014, 34.8988113], [-96.77919760000015, 34.899013499999995], [-96.7754974, 34.9002113]]]}","[{'lat': 34.74950380484184, 'lon': -96.75615973924118}]","[{'county': 'Pontotoc County', 'lat': '34.79112', 'lon': '-96.77715', 'population': '', 'humidity': 54, 'wind_speed': '9 mph', 'wind_direction': 'SSE', 'heat_index': 93, 'temperature': 93, 'air_quality': {'aqi': 52, 'category': 'Moderate air quality', 'dominant_pollutant': 'o3', 'pollutants': []}}, {'county': 'Pontotoc County', 'lat': '34.7944', 'lon': '-96.77511', 'population': '', 'humidity': 54, 'wind_speed': '9 mph', 'wind_direction': 'SSE', 'heat_index': 93, 'temperature': 93, 'air_quality': {'aqi': 51, 'category': 'Moderate air quality', 'dominant_pollutant': 'o3', 'pollutants': []}}]"
Pontotoc County,,"{'lat': 34.7944, 'lon': -96.77511}",93,54,93,"{'speed': 9, 'direction': 'SSE'}",51,Moderate air quality,"{'type': 'Polygon', 'coordinates': [[[-96.7754974, 34.9002113], [-96.77209470000001, 34.9004135], [-96.76429740000002, 34.9004135], [-96.75989530000003, 34.9006118], [-96.75669860000002, 34.9001121], [-96.74959560000002, 34.8921127], [-96.74859610000001, 34.8896102], [-96.74729910000002, 34.8828125], [-96.74629970000002, 34.8798141], [-96.74199670000003, 34.8695106], [-96.74039450000004, 34.867011999999995], [-96.73819730000004, 34.864211999999995], [-96.73539730000005, 34.86131279999999], [-96.73169700000004, 34.858711199999995], [-96.72839350000004, 34.85741039999999], [-96.72579950000004, 34.85691069999999], [-96.72329710000004, 34.85681149999999], [-96.71799460000004, 34.858013099999994], [-96.71489710000004, 34.85891339999999], [-96.71119680000004, 34.86031339999999], [-96.70429990000004, 34.86321249999999], [-96.70069880000004, 34.86531059999999], [-96.69449610000004, 34.868411999999985], [-96.69239800000004, 34.871311099999986], [-96.68750000000004, 34.880710599999986], [-96.68649290000005, 34.88381189999998], [-96.68639370000005, 34.887210799999984], [-96.68679800000005, 34.89041129999998], [-96.68809500000005, 34.89351269999998], [-96.69009390000005, 34.896610199999984], [-96.69279480000004, 34.90021129999998], [-96.69569390000004, 34.90361399999998], [-96.69999690000003, 34.906612299999985], [-96.70219420000004, 34.90851209999998], [-96.71109770000004, 34.91191099999998], [-96.71169280000004, 34.915412899999986], [-96.70989990000004, 34.918811699999985], [-96.70499420000004, 34.925910899999984], [-96.70299530000004, 34.927711399999986], [-96.70039360000004, 34.929714199999985], [-96.69419860000004, 34.93281169999999], [-96.69099420000003, 34.93331139999999], [-96.68639370000004, 34.933212199999986], [-96.68209830000004, 34.93281169999999], [-96.67809290000004, 34.93201059999999], [-96.67369840000003, 34.93091199999999], [-96.67029570000004, 34.93031309999999], [-96.66769400000004, 34.92961119999999], [-96.66479490000005, 34.92791359999999], [-96.66209410000005, 34.92591089999999], [-96.65849300000005, 34.92181009999999], [-96.65639490000005, 34.91691199999999], [-96.65319820000005, 34.91071309999999], [-96.64830010000004, 34.90371319999999], [-96.64529410000004, 34.90121069999999], [-96.64029690000004, 34.899513199999994], [-96.63599390000005, 34.89881129999999], [-96.63249960000005, 34.89861289999999], [-96.62489310000005, 34.89911269999999], [-96.62239830000006, 34.89901349999999], [-96.61839290000006, 34.89951319999999], [-96.61399840000006, 34.90031049999999], [-96.60219570000005, 34.904010699999986], [-96.59809870000005, 34.90511319999999], [-96.59510040000005, 34.90641019999999], [-96.58709710000005, 34.91101069999999], [-96.58309930000006, 34.91291419999999], [-96.58029930000006, 34.91481389999999], [-96.57639310000006, 34.91651149999999], [-96.57180020000006, 34.91681279999999], [-96.56869500000006, 34.91671369999999], [-96.56509390000006, 34.91721339999999], [-96.55989830000007, 34.915511999999985], [-96.55669400000008, 34.913711499999984], [-96.55519860000008, 34.909412299999985], [-96.55649560000008, 34.90261069999998], [-96.55639640000008, 34.900012899999986], [-96.55519860000008, 34.89701079999998], [-96.55299370000009, 34.89361189999998], [-96.55179590000009, 34.89091109999998], [-96.54959860000008, 34.88711159999998], [-96.54559320000008, 34.88191219999998], [-96.54349510000009, 34.879913299999984], [-96.53519430000009, 34.873313899999985], [-96.53219600000008, 34.871211999999986], [-96.52969360000009, 34.86991109999999], [-96.52199550000009, 34.86991109999999], [-96.5191955000001, 34.87061299999999], [-96.5161972000001, 34.87221139999999], [-96.51389310000009, 34.87421029999999], [-96.51189420000009, 34.87651059999999], [-96.51009360000009, 34.87931059999999], [-96.50669860000009, 34.88551329999999], [-96.5044937000001, 34.88821019999999], [-96.5025939000001, 34.89131159999999], [-96.5001983000001, 34.89401239999999], [-96.49759670000009, 34.903312599999985], [-96.49589530000009, 34.90591039999998], [-96.49329370000008, 34.908210699999984], [-96.49079890000009, 34.91091149999998], [-96.48229980000009, 34.91471089999998], [-96.4783935000001, 34.91581339999998], [-96.4748992000001, 34.916610699999985], [-96.47129820000009, 34.91691199999998], [-96.46879570000009, 34.91671369999998], [-96.46539300000009, 34.91611089999998], [-96.46199790000009, 34.91481389999998], [-96.45829770000009, 34.91451259999998], [-96.4542999000001, 34.91321179999998], [-96.4503936000001, 34.91121289999998], [-96.4474945000001, 34.91001119999998], [-96.4445953000001, 34.90941229999998], [-96.4410934000001, 34.90761179999998], [-96.4377975000001, 34.90651319999998], [-96.43499750000011, 34.90501399999998], [-96.4314956000001, 34.90351099999998], [-96.4281997000001, 34.90321349999998], [-96.42379760000011, 34.90441129999998], [-96.42149350000011, 34.90681069999998], [-96.41959380000011, 34.90841289999998], [-96.41499320000011, 34.91471089999998], [-96.41199490000011, 34.92111199999998], [-96.4097976000001, 34.92501059999998], [-96.4086990000001, 34.928611699999976], [-96.4071960000001, 34.93081279999998], [-96.4065933000001, 34.92751309999998], [-96.4068984000001, 34.92431249999998], [-96.4061965000001, 34.90841289999998], [-96.40639490000011, 34.89911269999998], [-96.4061965000001, 34.87321089999998], [-96.40639490000011, 34.84931179999998], [-96.4061965000001, 34.831112099999984], [-96.4060974000001, 34.79081339999998], [-96.4064941000001, 34.767310999999985], [-96.40639490000011, 34.71541209999999], [-96.40599820000011, 34.698211599999986], [-96.40629570000011, 34.69391249999999], [-96.40649410000012, 34.68021389999999], [-96.42720030000012, 34.68021389999999], [-96.43819420000013, 34.680011699999994], [-96.50029750000013, 34.680011699999994], [-96.50469970000013, 34.68021389999999], [-96.51210020000013, 34.680011699999994], [-96.51210020000013, 34.631511599999996], [-96.51229850000013, 34.59911339999999], [-96.51199340000012, 34.55331029999999], [-96.51210020000012, 34.54911039999999], [-96.51199340000012, 34.52681349999999], [-96.51229850000013, 34.512813499999986], [-96.51329800000013, 34.50541299999998], [-96.60339350000014, 34.505710599999986], [-96.61159510000014, 34.50541299999998], [-96.61479950000015, 34.505611399999985], [-96.62399290000015, 34.505710599999986], [-96.69529720000014, 34.505611399999985], [-96.71999350000014, 34.50581349999999], [-96.75969690000014, 34.505710599999986], [-96.76339720000014, 34.50591269999999], [-96.77659600000014, 34.50601189999999], [-96.82799530000014, 34.50601189999999], [-96.82729330000014, 34.50841139999999], [-96.82729330000014, 34.593212099999995], [-96.93149560000013, 34.593112899999994], [-96.93249510000014, 34.5950126], [-96.93249510000014, 34.63681029999999], [-96.93259420000014, 34.65881339999999], [-96.93239590000015, 34.66581339999999], [-96.93239590000015, 34.71501149999999], [-96.93259420000014, 34.73791119999999], [-96.93239590000015, 34.75321189999999], [-96.93259420000014, 34.77261349999999], [-96.93239590000015, 34.81241219999999], [-96.93259420000014, 34.84761039999999], [-96.93179320000014, 34.854812599999995], [-96.93089290000015, 34.8662109], [-96.93079370000015, 34.887512199999996], [-96.93109890000015, 34.8988113], [-96.93069450000016, 34.9115104], [-96.93049620000016, 34.952114099999996], [-96.93119810000016, 34.955512999999996], [-96.93049620000016, 34.964412599999996], [-96.92829890000016, 34.96521369999999], [-96.92129510000015, 34.96401209999999], [-96.91719810000015, 34.962013199999994], [-96.91469570000015, 34.95981209999999], [-96.91129300000016, 34.959011], [-96.90319820000016, 34.946113499999996], [-96.90059660000016, 34.943813299999995], [-96.89679710000016, 34.942211099999994], [-96.89449310000016, 34.93911359999999], [-96.89019770000016, 34.93131249999999], [-96.88969420000016, 34.92851249999999], [-96.88809960000016, 34.92711249999999], [-96.88419340000016, 34.926212299999996], [-96.87679290000015, 34.926013899999994], [-96.87249750000015, 34.927410099999996], [-96.87089530000016, 34.92831029999999], [-96.86899560000016, 34.92911139999999], [-96.86589810000017, 34.92961119999999], [-96.86100000000016, 34.93011089999999], [-96.85269920000016, 34.92891309999999], [-96.84939570000016, 34.92971029999999], [-96.84619900000015, 34.93151089999999], [-96.84140010000016, 34.93381109999999], [-96.83549490000016, 34.939010599999996], [-96.83079520000015, 34.9419136], [-96.82519530000015, 34.9437103], [-96.82229610000014, 34.945713], [-96.81929770000015, 34.946613299999996], [-96.81669610000014, 34.94601049999999], [-96.81349940000014, 34.944610499999996], [-96.81139370000014, 34.942913], [-96.80989830000014, 34.941013299999995], [-96.80629730000014, 34.938911399999995], [-96.80389400000014, 34.936710299999994], [-96.80209350000014, 34.9341125], [-96.79919430000014, 34.9313125], [-96.79789730000014, 34.9250106], [-96.79949950000014, 34.9181137], [-96.79969780000013, 34.9097137], [-96.79929350000013, 34.9071121], [-96.79669950000013, 34.9046134], [-96.79349510000013, 34.9025115], [-96.79059600000014, 34.900814000000004], [-96.78639980000014, 34.8995132], [-96.78199760000014, 34.8988113], [-96.77919760000015, 34.899013499999995], [-96.7754974, 34.9002113]]]}","[{'lat': 34.75278380484184, 'lon': -96.75411890429844}]","[{'county': 'Pontotoc County', 'lat': '34.79112', 'lon': '-96.77715', 'population': '', 'humidity': 54, 'wind_speed': '9 mph', 'wind_direction': 'SSE', 'heat_index': 93, 'temperature': 93, 'air_quality': {'aqi': 52, 'category': 'Moderate air quality', 'dominant_pollutant': 'o3', 'pollutants': []}}, {'county': 'Pontotoc County', 'lat': '34.7944', 'lon': '-96.77511', 'population': '', 'humidity': 54, 'wind_speed': '9 mph', 'wind_direction': 'SSE', 'heat_index': 93, 'temperature': 93, 'air_quality': {'aqi': 51, 'category': 'Moderate air quality', 'dominant_pollutant': 'o3', 'pollutants': []}}]"
Rogers County,,"{'lat': 36.19189, 'lon': -95.8141}",93,62,93,"{'speed': 10, 'direction': 'S'}",63,Good air quality,"{'type': 'Polygon', 'coordinates': [[[-95.3279953, 36.5103111], [-95.3638, 36.5101127], [-95.4351959, 36.5101127], [-95.4356002, 36.5001106], [-95.4354934, 36.495613], [-95.4356994, 36.4813117], [-95.4356994, 36.3907127], [-95.4354934, 36.3796119], [-95.4356002, 36.376213], [-95.43539419999999, 36.346714], [-95.43539419999999, 36.3254127], [-95.4356002, 36.3088111], [-95.43539419999999, 36.293312], [-95.43549339999998, 36.2561111], [-95.43560019999998, 36.249713799999995], [-95.43939969999998, 36.24911109999999], [-95.43999479999998, 36.244113899999995], [-95.44009389999998, 36.07651129999999], [-95.45259849999998, 36.07521049999999], [-95.57099909999998, 36.07531349999999], [-95.57749929999999, 36.07841109999999], [-95.57959739999998, 36.08101269999999], [-95.57899469999998, 36.083610499999985], [-95.57569879999998, 36.08321379999998], [-95.57169339999999, 36.08211129999998], [-95.56549829999999, 36.08421319999998], [-95.56199639999998, 36.08401099999998], [-95.56009669999999, 36.08271399999998], [-95.55759419999998, 36.08221049999998], [-95.55299369999999, 36.09111019999998], [-95.55539699999999, 36.094013199999985], [-95.55889889999999, 36.097412099999985], [-95.56169889999998, 36.09981149999999], [-95.56499479999998, 36.103511799999985], [-95.56819909999997, 36.107410399999985], [-95.57009879999997, 36.110713899999986], [-95.57059469999997, 36.11381139999999], [-95.57029719999997, 36.11751169999999], [-95.56999959999997, 36.11971279999999], [-95.56859579999997, 36.12561029999999], [-95.56809989999996, 36.12991329999999], [-95.57079309999996, 36.13021079999999], [-95.57359309999995, 36.131313299999995], [-95.57559959999995, 36.133213], [-95.57959739999994, 36.1343116], [-95.58489989999994, 36.134212399999996], [-95.58739469999993, 36.1344108], [-95.59019469999993, 36.1367111], [-95.59319299999993, 36.136013], [-95.59239949999993, 36.1328125], [-95.59289549999993, 36.1300125], [-95.59659569999992, 36.1301116], [-95.60109709999992, 36.132011399999996], [-95.60549919999991, 36.134212399999996], [-95.60999289999991, 36.141410799999996], [-95.61379999999991, 36.1448135], [-95.61619559999991, 36.146614], [-95.61769859999991, 36.149414], [-95.61839289999992, 36.159214], [-95.61899559999992, 36.162712], [-95.63449849999992, 36.1624107], [-95.66689299999992, 36.1623115], [-95.67259969999992, 36.1621131], [-95.68999479999992, 36.1624107], [-95.75879659999993, 36.162513700000005], [-95.76159659999992, 36.161510400000004], [-95.76479329999992, 36.162513700000005], [-95.78529349999992, 36.1624107], [-95.79979699999993, 36.1626129], [-95.81519309999993, 36.1626129], [-95.81529989999993, 36.1916122], [-95.81499479999992, 36.2181129], [-95.81519309999992, 36.2307128], [-95.81509389999992, 36.248413], [-95.81209559999992, 36.2496109], [-95.81199639999993, 36.2639122], [-95.81229399999992, 36.2783126], [-95.81219479999993, 36.3708114], [-95.81209559999994, 36.3891105], [-95.81179799999994, 36.3943138], [-95.79429619999993, 36.3953132], [-95.79429619999993, 36.4235115], [-95.79869839999994, 36.423610599999996], [-95.81219479999993, 36.423412299999995], [-95.81229399999992, 36.44861219999999], [-95.81259909999993, 36.46701039999999], [-95.81229399999992, 36.50041189999999], [-95.81239309999992, 36.51821129999999], [-95.81209559999992, 36.54071039999999], [-95.81229399999992, 36.55411139999999], [-95.81259909999993, 36.56251139999999], [-95.81249999999993, 36.59751119999999], [-95.80869289999993, 36.59751119999999], [-95.54289999999993, 36.59751119999999], [-95.52319329999993, 36.59771339999999], [-95.50899499999993, 36.59741209999999], [-95.50179289999993, 36.59761039999999], [-95.47229759999993, 36.59741209999999], [-95.45800009999994, 36.59761039999999], [-95.45369719999994, 36.59741209999999], [-95.43209829999994, 36.59751119999999], [-95.39289849999993, 36.59751119999999], [-95.37639609999994, 36.59771339999999], [-95.32839959999994, 36.597610399999986], [-95.32829279999994, 36.54021069999999], [-95.3279953, 36.5103111]]]}","[{'lat': 36.14684495495496, 'lon': -95.8141}]","[{'county': 'Rogers County', 'lat': '36.19189', 'lon': '-95.8141', 'population': '', 'humidity': 62, 'wind_speed': '10 mph', 'wind_direction': 'S', 'heat_index': 93, 'temperature': 93, 'air_quality': {'aqi': 63, 'category': 'Good air quality', 'dominant_pollutant': 'o3', 'pollutants': []}}, {'county': 'Tulsa County', 'lat': '36.1932', 'lon': '-95.81593', 'population': '', 'humidity': 62, 'wind_speed': '10 mph', 'wind_direction': 'S', 'heat_index': 93, 'temperature': 93, 'air_quality': {'aqi': 63, 'category': 'Good air quality', 'dominant_pollutant': 'o3', 'pollutants': []}}]"
